1.000000	4.000000	86201620.000000	20.841318	1.338953	18.989397	1076.705197	0.206690	0.067831	0.052927	7612.437101
1.000000	2.000000	85997685.000000	40.268073	1.115048	15.227552	920.574036	0.189337	0.001544	0.072702	7639.596090
1.000000	6.000000	86401736.000000	40.979616	1.031015	16.537783	951.547667	0.143766	0.146105	0.039410	7574.250684
1.000000	1.000000	85897685.000000	18.329529	1.279236	22.515900	776.294312	0.083033	0.141720	0.038102	7580.772156
1.000000	5.000000	86299653.000000	28.244237	1.152649	19.300718	914.979335	0.107978	0.189577	0.018643	7567.277469
1.000000	3.000000	86098032.000000	29.417772	1.145155	18.866127	1010.644193	0.155921	0.133912	0.024555	7575.385808
1.000000	18.000000	71197338.000000	34.184973	1.156828	19.949730	864.524908	0.130205	0.001181	0.110639	7656.371155
1.000000	30.000000	69911574.000000	17.697723	1.281167	20.282824	951.070005	0.142383	0.145051	0.010020	7565.837743
1.000000	10.000000	110455903.000000	40.435950	1.047812	16.596420	888.006796	0.118051	0.175195	0.041327	7573.868575
1.000000	26.000000	103789583.000000	14.009791	1.329746	22.470848	1018.957033	0.135438	0.139603	0.022199	7568.323446
1.000000	22.000000	44642939.000000	29.547119	1.225117	16.751654	1177.283351	0.249964	0.010903	0.067472	7645.657398
1.000000	14.000000	76413311.000000	28.574874	1.162466	18.690058	942.317643	0.126248	0.162040	0.022612	7570.104725
1.000000	21.000000	87772453.000000	35.711841	1.091443	17.359193	1508.898855	0.285686	0.001013	0.067214	7670.337998
1.000000	25.000000	88036458.000000	6.272046	1.463024	26.889010	1137.341083	0.127581	0.126049	0.048747	7584.807538
1.000000	13.000000	76603241.000000	41.761057	1.091780	14.066500	963.378300	0.223737	0.001303	0.058315	7642.387778
1.000000	29.000000	87119675.000000	28.389260	1.141761	18.876710	715.215653	0.055979	0.224360	0.029591	7574.139712
1.000000	17.000000	64153357.000000	30.728449	1.202404	16.060631	847.839822	0.182730	0.001000	0.069207	7643.587888
1.000000	9.000000	87340972.000000	19.121887	1.252692	21.508025	734.017569	0.084973	0.151012	0.024534	7571.990314
1.000000	24.000000	37771296.000000	0.000670	1.672908	30.280920	557.939546	0.001505	0.048141	0.169514	7703.367257
1.000000	12.000000	95657176.000000	6.593833	1.512187	32.743746	706.588814	0.020673	0.061678	0.154132	7703.933078
1.000000	20.000000	53266551.000000	30.094641	1.113988	19.945987	1169.526513	0.159439	0.149506	0.027663	7583.917274
1.000000	8.000000	22506134.000000	32.922221	1.042701	20.918103	458.957822	0.053807	0.037688	0.096751	7677.360603
1.000000	16.000000	39085764.000000	26.813846	1.188368	25.451626	625.569586	0.060404	0.019120	0.143015	7695.533113
1.000000	28.000000	21200579.000000	10.023037	1.346402	22.771158	747.633308	0.087281	0.146500	0.014338	7564.536310
1.000000	23.000000	61538310.000000	26.001153	1.161661	19.561618	703.169650	0.063142	0.196184	0.024169	7568.934173
1.000000	11.000000	48053588.000000	17.298699	1.276251	20.724715	543.918003	0.087954	0.081206	0.044962	7625.504407
1.000000	7.000000	54109839.000000	24.892786	1.228122	16.064335	639.589101	0.149235	0.003396	0.062725	7652.201082
1.000000	19.000000	86220486.000000	11.849778	1.392447	20.593977	780.653285	0.161912	0.013846	0.073283	7642.002184
1.000000	27.000000	82039931.000000	32.406993	1.114660	18.182247	776.954560	0.082168	0.196246	0.031744	7571.491477
1.000000	15.000000	21250348.000000	35.590604	1.100446	17.371322	727.705772	0.092626	0.177189	0.034465	7573.979090
1.000000	40.000000	111998727.000000	29.247956	1.024612	19.281533	410.393557	0.067135	0.017524	0.067903	7676.680026
1.000000	38.000000	96261111.000000	0.000004	1.471353	28.063554	497.810181	0.054238	0.077202	0.054070	7608.326971
1.000000	34.000000	71950000.000000	1.261842	1.172646	25.068721	146.176914	0.033001	0.001370	0.036649	7602.515850
1.000000	32.000000	23155787.000000	29.505534	1.153796	19.040696	860.815350	0.107246	0.159525	0.031282	7570.321472
1.000000	36.000000	79332523.000000	34.533099	1.084803	19.789837	943.169053	0.094898	0.184786	0.054779	7586.738257
1.000000	42.000000	59084260.000000	33.392210	1.131486	19.207333	801.014508	0.070374	0.203628	0.052838	7584.691141
1.000000	37.000000	39520023.000000	38.200890	0.962463	16.115929	437.808433	0.085335	0.001704	0.062969	7675.685723
1.000000	39.000000	94792592.000000	38.772378	0.887954	17.081053	1865.666988	0.269831	0.175510	0.020820	7595.723330
1.000000	33.000000	98092129.000000	33.931786	1.106173	18.543036	821.396515	0.085259	0.190900	0.043126	7575.803927
1.000000	31.000000	63227430.000000	25.471044	1.201581	21.349014	863.975427	0.089889	0.165626	0.041805	7574.772830
1.000000	45.000000	35564120.000000	30.882339	1.125177	18.854222	723.851562	0.084187	0.167837	0.033070	7576.199386
1.000000	35.000000	71473843.000000	22.807636	1.189919	19.751127	563.163477	0.041412	0.184009	0.036627	7594.850308
1.000000	41.000000	30619792.000000	29.778603	1.129126	20.980352	1085.883233	0.109057	0.189824	0.042859	7582.687395
1.000000	43.000000	39058449.000000	13.443047	1.394618	18.742042	903.323344	0.202368	0.001021	0.075233	7638.184748
1.000000	44.000000	73906134.000000	22.640921	1.198673	18.875294	491.169750	0.088323	0.069965	0.045588	7645.889222
1.000000	46.000000	111201621.000000	26.123563	1.182696	18.421192	882.038040	0.117065	0.175778	0.010400	7564.684848
1.000000	47.000000	112714236.000000	26.150150	1.170339	19.860750	723.618088	0.072009	0.183385	0.027619	7569.822330
1.000000	48.000000	24337500.000000	2.694129	1.240509	24.628558	243.012403	0.046461	0.051887	0.028515	7602.127018
